学名,和名,Pdfリンク,開長(mm),分布,食草,メモ
Ornithoptera_goliath,ゴライアストリバネ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_1 3.pdf,230,Papua New Guinea,Aristolochia goliathiana，A.crassinervia,ニューギニアを中心に分布する世界最大で最美麗の種を含む。♀が色彩は地味だが大きさは♂よりかなり大。本種の♂は世界で 最も豪華な種。♀の翅の面積がアレクサンドラアゲハより大きいものがある。
Ornithoptera_mineonarith,ヒレオトリバネ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_1 4.pdf,120,Papua New Guinea,Aristolochia meridionaliana,ニューギニアを中心に分布する世界最大で最美麗の種を含む。♀が色彩は地味だが大きさは♂よりかなり大。本種は蝶の中では 最も後翅が小さい変わった形だが、色彩は美麗。
Ornithoptera_meridionalis,ヒレオトリバネ♀ＵＮ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_1 6.pdf,175,Papua New Guinea,Aristolochia meridionaliana,ニューギニアを中心に分布する世界最大で最美麗の種を含む。♀が色彩は地味だが大きさは♂よりかなり大。本種の♂は蝶の中 では最も後翅が小さい変わった形だが、色彩は美麗。
Ornithoptera_paradiisia,ゴクラクトリバネ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_1 7.pdf,144,Papua New Guinea,Aristolochia paradiseana,ニューギニアを中心に分布する世界最大で最美麗の種を含む。♀が色彩は地味だが大きさは♂よりかなり大。本種はヒレオトリバ ネと違って山地に生息。ヒレオトリバネ同様、蝶の中では最も後翅が小さい変わった形だが、色彩は美麗。
Trogonoptera_trajana,アカエリトリバネ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_1 8.pdf,162,Papua New Guinea,Aristolochia foveolata,アカエリトリバネの２種を含む種でWallaceによって１８５５年にBorneoで発見された。♂は普通種だが♀は少なく高地で訪花する。
Papillio_peranthus,アオネアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 1.pdf,130,Celebes,ミカン科のEuodia tricotoma,"Papilio属は全世界に分布。英名はSwallowtailで有尾が多い。幼虫は柑橘類を主食とするものが多い。２本の肉角で外敵を威嚇。セレベス島特
産種で飛翔は高速だが吸蜜中を捕らえるのは容易。"
Papillio_blumei,オオオビクジャク,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 1.pdf,130,Celebes,ミカン科のEuodia tricotoma,"Papilio属は全世界に分布。英名はSwallowtailで有尾が多い。幼虫は柑橘類を主食とするものが多い。２本の肉角で外敵を威嚇。セレベス島特
産種で飛翔は高速だが吸蜜中を捕らえるのは容易。"
Graphium_antiphates,オナガタイマイ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 10.pdf,80,Celebes,バンレイシ科のUvaria microcarpa,日本ではタイマイ属、英語ではKiteSwallowtailといわれ、翅の半透明なものあり。バンレイシ科、クス科が基本食。
Graphium_androcles,オオオナガアタイマイ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 10.pdf,115,Celebes,,日本ではタイマイ属、英語ではKiteSwallowtailといわれ、翅の半透明なものあり。バンレイシ科、クス科が基本食。尾状突起が長く、飛んでいると優雅である。
Graphium_weiskei,ミイロタイマイ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 11.pdf,75,Papua New Guinea,,本属は日本ではタイマイ属、英語ではKiteSwallowtailといわれ、翅の半透明なものあり。バンレイシ科、クス科が基本食。
Graphium_stratiotes,キナバルオナガ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 11.pdf,70,Borneo,,本属は日本ではタイマイ属、英語ではKiteSwallowtailといわれ、翅の半透明なものあり。バンレイシ科、クス科が基本食。
Papillio_chikae,ルソンカラス,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 2.pdf,120,Ruzon,ミカン科のハマセンダン,Papilio属は全世界に分布。英名はSwallowtailで有尾が多いがmemnonのように♂有尾♀無尾のものあり。幼虫は柑橘類を主食とするものが多い。２本 の肉角で外敵を威嚇。本種はルソン島特産種で１０００ｍから５００ｍの高地に生息する。飛翔は他のカラスアゲハに比べて緩やか。
Papillio_hoppo,ホッポアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 3.pdf,115,Taiwan,ミカン科のハマセンダン,５００ｍから２５００ｍの高地に生息する。飛翔は敏捷だが捕獲は容易。後翅裏面に二列をなして赤紋が発達するのは、この辺りに住むアケボノアゲハの 擬態か。
Papillio_hoppo,ホッポアゲハ裏,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 3.pdf,115,Taiwan,ミカン科のハマセンダン,５００ｍから２５００ｍの高地に生息する。飛翔は敏捷だが捕獲は容易。後翅裏面に二列をなして赤紋が発達するのは、この辺りに住むアケボノアゲハの 擬態か。
Papillio_ulysses,オオルリアゲハ♀,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 4.pdf,110,Papua New Guinea,ミカン科のEuodia類,Papilio属は全世界に分布。英名はSwallowtailで有尾が多いがmemnonのように♂有尾♀無尾のものあり。幼虫は柑橘類を主食とするものが多い。２本 の肉角で外敵を威嚇。本種はニューギニア島～オーストラリア北東部に生息し、山地の渓流沿いや邸宅の庭を高速に飛翔する。♂は青色の物体に魅 かれる。
Papillio_ulysses,オオルリアゲハ♂,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 4.pdf,110,Papua New Guinea,ミカン科のEuodia類,Papilio属は全世界に分布。英名はSwallowtailで有尾が多いがmemnonのように♂有尾♀無尾のものあり。幼虫は柑橘類を主食とするものが多い。２本 の肉角で外敵を威嚇。本種はニューギニア島～オーストラリア北東部に生息し、山地の渓流沿いや邸宅の庭を高速に飛翔する。♂は青色の物体に魅 かれる。
Papillio_karuna,カルナルリモン,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 5.pdf,132,Indonesia,ミカン科のオオバアワダン（Euodia semecarpifolia）,Papilio属は全世界に分布。英名はSwallowtailで有尾が多いがmemnonのように♂有尾♀無尾のものあり。幼虫は柑橘類を主食とするものが多い。 Karunaはその中での最美麗種の一つでaはボルネオ、ジャワ、パラワン、スマトラ島に生息する。
Papillio_aegeus,Ｐａｐｉｌｌｉｏ＿メスジロモンキ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 5.pdf,138,ニューギニア～オーストラリア西部,栽培のカンキツ（柑橘）類、Euodia pilulifera,Papilio属は全世界に分布。英名はSwallowtailで有尾が多いがmemnonのように♂有尾♀無尾のものあり。幼虫は柑橘類を主食とするものが多い。 Karunaはその中での最美麗種の一つでaはボルネオ、ジャワ、パラワン、スマトラ島に生息する。
Papillio_nephelus,タイワンモンキＵＮ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 6.pdf,120,SouthEastAsia,台湾ではハマセンダン、サルカケミカン,Papilio属は２全世界に分布。英名はSwallowtailで有尾が多いがアカネアゲハrumanzoviaのように♂♀無尾のものあり。本種は台湾から中国、スンダラン ドにかけて分布する。マレーのカメロンハイランドの山麓でよく見かけたが、飛翔は高速で、高木の花に吸蜜するので捕獲は困難であった。
Papillio_rumanzovia,アカネアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 7.pdf,152,Philipine,栽培ミカン類各種,Papilio属は２全世界に分布。英名はSwallowtailで有尾が多いがmemnonのように♂有尾♀無尾のものあり。アカネアゲハはパラワンを除くフィリピン群島 に、hectorはセイロンからインドに分布し、いずれも当地のParidesに擬態している。
Pachliopta_hector,ヘクトールアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 7.pdf,60,セイロン～ベンガル,,Papilio属は２全世界に分布。英名はSwallowtailで有尾が多いがmemnonのように♂有尾♀無尾のものあり。アカネアゲハはパラワンを除くフィリピン群島 に、hectorはセイロンからインドに分布し、いずれも当地のParidesに擬態している。
Papillio_elwesi,フトオアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 8.pdf,126,Taiwan,,台湾のフトオアゲハ、中国のシナフトオアゲハの２種を含む属。尾状突起に二つの翅脈のあるのが特徴。幼虫の食草は、クスノキ科でフトオアゲハはタ イワンササフラスの一種。
Lamproptera_meges,スソビキアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 9.pdf,38,India～Celebes,ハスノハギリ科のIlligera parviflora,開長40mmのアゲハとしては最小の属。長い尾状突起を持つ。♂は吸水性が強 い。筆者もタイやセレベス吸水を観測したが、タイでは、トンボが水溜りに卵を産 み付けているようであった。
Chilasa_anactus,カザリアゲハ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pa/i_o-papilio_2 9.pdf,100,Papua New Guinea,ミカン科のMicrocitrus australis,本属はｲﾝﾄﾞ·ｵｰｽﾄﾗﾘｱ地区の固有属。他の種はマダラ蝶科の蝶 に形態しているが、本種は有毒な蛾に飛行ともに擬態する。食 草はクス科。
Delias_aruna,アルーナ＿カザリシロ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pier 1.pdf,74,PapuaNewGuinea,,本属は東南アジアに多くの種が分布し、上に一部を示すように特にニューギニアで種の分化が著しい。森林やその境界に住み、樹上を飛んで樹の花に飛来 する。食草はヤドリギ科。図では裏面が示されているが表面は白と黒の地味な色彩
Delias_sagessa,サゲッサ＿カザリシロ裏,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pier 1.pdf,48,PapuaNewGuinea,,本属は東南アジアに多くの種が分布し、上に一部を示すように特にニューギニアで種の分化が著しい。森林やその境界に住み、樹上を飛んで樹の花に飛来 する。食草はヤドリギ科。図では裏面が示されているが表面は白と黒の地味な色彩
Delias_neagra,ナアグラ＿カザリシロ裏,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pier 1.pdf,75,PapuaNewGuinea,,本属は東南アジアに多くの種が分布し、上に一部を示すように特にニューギニアで種の分化が著しい。森林やその境界に住み、樹上を飛んで樹の花に飛来 する。食草はヤドリギ科。図では裏面が示されているが表面は白と黒の地味な色彩
Delias_denigrata,トンプシニ＿カザリシロ裏,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pier 1.pdf,52,PapuaNewGuinea,,本属は東南アジアに多くの種が分布し、上に一部を示すように特にニューギニアで種の分化が著しい。森林やその境界に住み、樹上を飛んで樹の花に飛来 する。食草はヤドリギ科。図では裏面が示されているが表面は白と黒の地味な色彩
Delias_thompsoni,デニグラータ＿カザリシロ裏,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pier 1.pdf,58,PapuaNewGuinea,,本属は東南アジアに多くの種が分布し、上に一部を示すように特にニューギニアで種の分化が著しい。森林やその境界に住み、樹上を飛んで樹の花に飛来 する。食草はヤドリギ科。図では裏面が示されているが表面は白と黒の地味な色彩
Delias_ellipsis,エリプシス＿カザリシロ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pier 1.pdf,62,PapuaNewGuinea,,本属は東南アジアに多くの種が分布し、上に一部を示すように特にニューギニアで種の分化が著しい。森林やその境界に住み、樹上を飛んで樹の花に飛来 する。食草はヤドリギ科。図では裏面が示されているが表面は白と黒の地味な色彩
Appias_nero,ヤマザキシロチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pier 2.pdf,72,インド～東南アジア,,本属はモンシロチオウ属に似るが♂♀の形体差がより大きい。♂の飛翔は敏捷だが吸水性が強い。♀は 稀で訪花する。本種はセレベス島の特産種。
Delias eucharis,ウスベニシロチョウ裏,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pier 2.pdf,85,India,ヤドリギ科,本属は東南アジアに多くの種が分布し、特にニューギニアで種の分化が著しい。森林やその境界に住み、樹上を飛んで樹の花に飛来する。食草はヤドリギ 科。いずれの種も裏面は彩色されているが表面は白黒模様。
Leptosia_nina,クロテンシロチョウ,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pier 2.pdf,50,インド～東南アジア（セレベスまで）,フウチョウソウ科のフウチョウボク,熱帯アフリカ～インドオーストラリア区にかけて広く分布する 属で、数種ある。本種は東南アジアを中心とした熱帯の林縁 や人家のある付近で見られる普通種。
Delias pasithoe,アカネシロチョウ裏,http://biokite.com/worldbutterfly/butterfly_pdf/i_o/i_o-pier 2.pdf,80,SouthEastAsia,ヤドリギ科のニンドウバノヤドリギなど,本属は東南アジアに多くの種が分布し、特にニューギニアで種の分化が著しい。森林やその境界に住み、樹上を飛んで樹の花に飛来する。食草はヤドリギ 科。いずれの種も裏面は彩色されているが表面は白黒模様。
